Train_No,Origin_Code,Origin_Station,Destination_Code,Destination_Station,Total_Distance,Total_Stations,Number_of_Stops,Departure_Minutes,Arrival_Minutes,Journey_Duration_Minutes,Journey_Duration_Hours
98026,PNVL,PANVEL,VDLR,MUMBAI VADAL,39.0,2,0,448,507,59,0.98
98027,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,368,445,77,1.28
98028,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,452,529,77,1.28
98029,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,380,457,77,1.28
98030,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,468,545,77,1.28
98031,VDLR,MUMBAI VADAL,PNVL,PANVEL,39.0,2,0,402,464,62,1.03
98032,PNVL,PANVEL,VDLR,MUMBAI VADAL,39.0,2,0,476,535,59,0.98
98033,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,388,465,77,1.28
98034,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,480,557,77,1.28
98035,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,404,482,78,1.3
98036,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,492,569,77,1.28
98037,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,412,492,80,1.33
98038,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,504,581,77,1.28
98039,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,420,497,77,1.28
98040,PNVL,PANVEL,VDLR,MUMBAI VADAL,39.0,2,0,516,575,59,0.98
98041,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,433,510,77,1.28
98042,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,520,597,77,1.28
98043,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,442,519,77,1.28
98044,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,530,608,78,1.3
98045,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,450,527,77,1.28
98046,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,538,616,78,1.3
98047,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,463,540,77,1.28
98048,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,550,627,77,1.28
98049,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,485,562,77,1.28
98050,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,560,637,77,1.28
98051,VDLR,MUMBAI VADAL,PNVL,PANVEL,39.0,2,0,514,573,59,0.98
98052,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,571,648,77,1.28
98053,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,503,580,77,1.28
98054,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,580,657,77,1.28
98055,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,521,599,78,1.3
98056,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,594,673,79,1.32
98057,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,533,611,78,1.3
98058,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,608,685,77,1.28
98059,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,545,622,77,1.28
98060,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,620,697,77,1.28
98061,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,557,634,77,1.28
98062,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,632,709,77,1.28
98063,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,569,647,78,1.3
98064,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,643,720,77,1.28
98065,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,585,662,77,1.28
98066,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,659,737,78,1.3
98067,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,601,678,77,1.28
98068,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,669,746,77,1.28
98069,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,612,689,77,1.28
98070,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,678,755,77,1.28
98071,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,623,700,77,1.28
98072,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,692,769,77,1.28
98073,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,631,708,77,1.28
98074,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,700,777,77,1.28
98075,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,641,721,80,1.33
98076,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,712,789,77,1.28
98077,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,652,729,77,1.28
98078,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,724,805,81,1.35
98079,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,669,746,77,1.28
98080,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,729,809,80,1.33
98081,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,681,758,77,1.28
98082,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,743,821,78,1.3
98083,VDLR,MUMBAI VADAL,PNVL,PANVEL,39.0,2,0,703,763,60,1.0
98084,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,756,834,78,1.3
98085,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,701,778,77,1.28
98087,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,714,791,77,1.28
98088,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,780,857,77,1.28
98089,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,726,803,77,1.28
98090,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,788,865,77,1.28
98091,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,741,818,77,1.28
98092,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,804,881,77,1.28
98093,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,760,838,78,1.3
98094,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,820,897,77,1.28
98095,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,773,851,78,1.3
98096,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,832,909,77,1.28
98097,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,785,862,77,1.28
98098,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,844,921,77,1.28
98099,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,801,878,77,1.28
98100,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,860,937,77,1.28
98101,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,809,886,77,1.28
98102,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,864,941,77,1.28
98103,VDLR,MUMBAI VADAL,PNVL,PANVEL,39.0,2,0,859,919,60,1.0
98104,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,872,949,77,1.28
98105,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,825,902,77,1.28
98106,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,886,964,78,1.3
98107,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,838,915,77,1.28
98108,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,898,978,80,1.33
98109,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,850,929,79,1.32
98110,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,915,992,77,1.28
98111,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,869,947,78,1.3
98112,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,927,1004,77,1.28
98113,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,885,962,77,1.28
98114,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,931,1008,77,1.28
98115,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,897,974,77,1.28
98116,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,939,1016,77,1.28
98117,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,901,978,77,1.28
98118,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,957,1036,79,1.32
98119,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,913,991,78,1.3
98120,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,974,1052,78,1.3
98121,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,925,1002,77,1.28
98122,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,982,1060,78,1.3
98123,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,937,1014,77,1.28
98124,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,1001,1080,79,1.32
98125,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,941,1018,77,1.28
98126,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,1014,1092,78,1.3
98127,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,955,1032,77,1.28
98128,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,1030,1107,77,1.28
98129,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,960,1037,77,1.28
98130,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,1040,1117,77,1.28
98131,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,968,1047,79,1.32
98132,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,1058,1137,79,1.32
98133,VDLR,MUMBAI VADAL,PNVL,PANVEL,39.0,2,0,996,1059,63,1.05
98134,PNVL,PANVEL,VDLR,MUMBAI VADAL,39.0,2,0,1068,1129,61,1.02
98135,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,983,1063,80,1.33
98136,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,1073,1152,79,1.32
98137,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,996,1074,78,1.3
98138,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,1086,1164,78,1.3
98139,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,1012,1089,77,1.28
98140,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,1102,1183,81,1.35
98141,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,1024,1101,77,1.28
98142,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,1118,1197,79,1.32
98143,VDLR,MUMBAI VADAL,PNVL,PANVEL,39.0,2,0,1050,1110,60,1.0
98144,PNVL,PANVEL,VDLR,MUMBAI VADAL,39.0,2,0,1127,1186,59,0.98
98145,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,1041,1119,78,1.3
98146,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,1137,1214,77,1.28
98147,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,1053,1130,77,1.28
98148,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,1145,1222,77,1.28
98149,VDLR,MUMBAI VADAL,PNVL,PANVEL,39.0,2,0,1075,1135,60,1.0
98150,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,1155,1232,77,1.28
98151,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,1066,1145,79,1.32
98152,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,1166,1243,77,1.28
98153,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,1077,1155,78,1.3
98154,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,1179,1256,77,1.28
98155,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,1081,1159,78,1.3
98156,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,1193,1270,77,1.28
98157,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,1092,1170,78,1.3
98158,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,1197,1274,77,1.28
98159,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,1106,1183,77,1.28
98160,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,1207,1286,79,1.32
98161,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,1120,1197,77,1.28
98162,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,1220,1298,78,1.3
98163,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,1134,1213,79,1.32
98164,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,1228,1306,78,1.3
98165,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,1147,1224,77,1.28
98166,PNVL,PANVEL,VSH,VASHI,20.0,2,0,1237,1267,30,0.5
98167,VDLR,MUMBAI VADAL,PNVL,PANVEL,39.0,2,0,1169,1229,60,1.0
98168,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,1242,1321,79,1.32
98169,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,1160,1237,77,1.28
98170,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,1247,1325,78,1.3
98171,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,1172,1250,78,1.3
98172,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,1256,1334,78,1.3
98173,VDLR,MUMBAI VADAL,PNVL,PANVEL,39.0,2,0,1200,1259,59,0.98
98174,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,1264,1342,78,1.3
98175,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,1192,1270,78,1.3
98176,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,1274,1352,78,1.3
98177,VDLR,MUMBAI VADAL,PNVL,PANVEL,39.0,2,0,1214,1274,60,1.0
98178,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,1287,1365,78,1.3
98179,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,1205,1283,78,1.3
98180,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,1298,1375,77,1.28
98181,VDLR,MUMBAI VADAL,PNVL,PANVEL,39.0,2,0,1230,1290,60,1.0
98182,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,1308,1386,78,1.3
98183,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,1217,1294,77,1.28
98184,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,1318,1395,77,1.28
98185,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,1235,1312,77,1.28
98186,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,1325,1403,78,1.3
98187,VDLR,MUMBAI VADAL,PNVL,PANVEL,39.0,2,0,1263,1323,60,1.0
98188,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,1335,1412,77,1.28
98189,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,1250,1327,77,1.28
98190,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,1350,1427,77,1.28
98191,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,1260,1337,77,1.28
98192,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,1365,3,78,1.3
98193,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,1274,1352,78,1.3
98194,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,1380,17,77,1.28
98195,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,1290,1369,79,1.32
98196,PNVL,PANVEL,BEPR,BELAPUR C.B.,10.0,2,0,1388,1403,15,0.25
98197,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,1302,1380,78,1.3
98198,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,1403,41,78,1.3
98199,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,1317,1395,78,1.3
98200,PNVL,PANVEL,VSH,VASHI,20.0,2,0,1411,1,30,0.5
98201,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,1325,1403,78,1.3
98202,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,1424,62,78,1.3
98203,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,1338,1415,77,1.28
98204,PNVL,PANVEL,CSMT,CST-MUMBAI,49.0,2,0,1439,79,80,1.33
98205,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,1352,1429,77,1.28
98207,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,1371,8,77,1.28
98208,PNVL,PANVEL,BEPR,BELAPUR C.B.,10.0,2,0,1291,1306,15,0.25
98209,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,1380,17,77,1.28
98211,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,1395,32,77,1.28
98213,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,1410,47,77,1.28
98214,PNVL,PANVEL,BEPR,BELAPUR C.B.,10.0,2,0,15,30,15,0.25
98215,CSMT,CST-MUMBAI,PNVL,PANVEL,49.0,2,0,1431,69,78,1.3
98300,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,228,292,64,1.07
98301,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.,38.0,2,0,3,67,64,1.07
98302,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,244,308,64,1.07
98303,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.,38.0,2,0,372,435,63,1.05
98304,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,268,332,64,1.07
98305,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.,38.0,2,0,396,459,63,1.05
98306,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,300,364,64,1.07
98307,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.,38.0,2,0,408,474,66,1.1
98308,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,328,392,64,1.07
98309,VDLR,MUMBAI VADAL,BEPR,BELAPUR C.B.,28.0,2,0,471,517,46,0.77
98310,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,344,408,64,1.07
98311,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.,38.0,2,0,469,532,63,1.05
98312,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,357,420,63,1.05
98313,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.,38.0,2,0,489,552,63,1.05
98314,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,375,438,63,1.05
98315,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.,38.0,2,0,509,572,63,1.05
98316,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,389,452,63,1.05
98317,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.,38.0,2,0,525,588,63,1.05
98318,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,402,465,63,1.05
98319,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.,38.0,2,0,537,600,63,1.05
98320,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,446,509,63,1.05
98321,VDLR,MUMBAI VADAL,BEPR,BELAPUR C.B.,28.0,2,0,583,629,46,0.77
98322,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,470,533,63,1.05
98323,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.,38.0,2,0,577,642,65,1.08
98324,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,486,549,63,1.05
98325,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.,38.0,2,0,597,660,63,1.05
98326,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,526,589,63,1.05
98327,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.,38.0,2,0,627,690,63,1.05
98328,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,547,612,65,1.08
98329,VDLR,MUMBAI VADAL,BEPR,BELAPUR C.B.,28.0,2,0,655,703,48,0.8
98330,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,560,623,63,1.05
98331,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.,38.0,2,0,660,723,63,1.05
98332,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,579,642,63,1.05
98333,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.,38.0,2,0,677,740,63,1.05
98334,BEPR,BELAPUR C.B.,VDLR,MUMBAI VADAL,28.0,2,0,598,643,45,0.75
98335,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.,38.0,2,0,689,754,65,1.08
98336,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,612,677,65,1.08
98337,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.,38.0,2,0,737,800,63,1.05
98338,BEPR,BELAPUR C.B.,VDLR,MUMBAI VADAL,28.0,2,0,638,683,45,0.75
98339,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.,38.0,2,0,750,814,64,1.07
98340,BEPR,BELAPUR C.B.,VDLR,MUMBAI VADAL,28.0,2,0,650,695,45,0.75
98341,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.,38.0,2,0,789,852,63,1.05
98342,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,669,733,64,1.07
98343,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.,38.0,2,0,813,876,63,1.05
98344,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,698,761,63,1.05
98345,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.,38.0,2,0,829,893,64,1.07
98346,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,718,781,63,1.05
98347,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.,38.0,2,0,861,924,63,1.05
98348,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,734,797,63,1.05
98349,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.,38.0,2,0,877,941,64,1.07
98350,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,750,814,64,1.07
98351,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.,38.0,2,0,889,953,64,1.07
98352,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,761,825,64,1.07
98353,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.,38.0,2,0,929,994,65,1.08
98354,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,810,873,63,1.05
98355,VDLR,MUMBAI VADAL,BEPR,BELAPUR C.B.,28.0,2,0,967,1013,46,0.77
98356,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,830,893,63,1.05
98357,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.,38.0,2,0,988,1051,63,1.05
98358,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,866,929,63,1.05
98359,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.,38.0,2,0,1008,1071,63,1.05
98360,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,889,953,64,1.07
98361,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.,38.0,2,0,1020,1083,63,1.05
98362,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,904,968,64,1.07
98363,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.,38.0,2,0,1036,1099,63,1.05
98364,BEPR,BELAPUR C.B.,VDLR,MUMBAI VADAL,28.0,2,0,937,985,48,0.8
98365,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.,38.0,2,0,1085,1149,64,1.07
98366,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,949,1012,63,1.05
98367,VDLR,MUMBAI VADAL,BEPR,BELAPUR C.B.,28.0,2,0,1141,1187,46,0.77
98368,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,967,1032,65,1.08
98369,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.,38.0,2,0,1142,1205,63,1.05
98370,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,984,1048,64,1.07
98371,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.,38.0,2,0,1156,1219,63,1.05
98372,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,1002,1069,67,1.12
98373,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.,38.0,2,0,1177,1241,64,1.07
98374,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,1024,1088,64,1.07
98375,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.,38.0,2,0,1200,1265,65,1.08
98376,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,1059,1122,63,1.05
98377,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.,38.0,2,0,1226,1289,63,1.05
98378,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,1079,1144,65,1.08
98379,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.,38.0,2,0,1278,1342,64,1.07
98380,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,1094,1160,66,1.1
98381,CSMT,CST-MUMBAI,BEPR,BELAPUR C.B.,38.0,2,0,1298,1363,65,1.08
98382,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,1109,1172,63,1.05
98384,BEPR,BELAPUR C.B.,VDLR,MUMBAI VADAL,28.0,2,0,1163,1208,45,0.75
98386,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,1197,1260,63,1.05
98388,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,1215,1282,67,1.12
98390,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,1230,1294,64,1.07
98392,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,1248,1311,63,1.05
98394,BEPR,BELAPUR C.B.,CSMT,CST-MUMBAI,38.0,2,0,1275,1338,63,1.05
98500,VSH,VASHI,CSMT,CST-MUMBAI,28.0,2,0,240,288,48,0.8
98501,CSMT,CST-MUMBAI,VSH,VASHI,28.0,2,0,438,485,47,0.78
98502,VSH,VASHI,CSMT,CST-MUMBAI,28.0,2,0,256,304,48,0.8
98503,CSMT,CST-MUMBAI,VSH,VASHI,28.0,2,0,456,504,48,0.8
98504,VSH,VASHI,CSMT,CST-MUMBAI,28.0,2,0,278,326,48,0.8
98505,CSMT,CST-MUMBAI,VSH,VASHI,28.0,2,0,493,540,47,0.78
